#fy4lon fy4lat fy4clm fy4snc fy3lon fy3lat dist fy3val outtype 
148.967 12.439 0 39 148.975 12.5144 0.0758347 1014 201 
152.221 12.5246 0 39 152.271 12.5162 0.0505954 1014 201 
155.824 12.6247 0 39 155.809 12.715 0.0915435 1014 201 
159.933 12.745 0 39 159.855 12.8639 0.141799 1014 201 
164.859 12.8974 0 39 164.761 12.9448 0.109275 -999 39 
171.469 13.1135 0 39 171.384 13.1156 0.084485 -999 39 
29.3448 11.3029 0 25 29.3819 11.3818 0.0872161 1012 201 
39.9373 10.996 0 25 39.9978 10.9936 0.060509 -999 25 
45.8871 10.8342 0 39 45.8718 10.723 0.112217 -999 39 
50.5202 10.7148 0 25 50.6115 10.6915 0.0942771 1012 201 
54.4522 10.6188 0 39 54.3804 10.7023 0.110042 1014 201 
57.9342 10.5382 0 39 58.0412 10.55 0.107694 1014 201 
61.098 10.4688 1 39 61.1161 10.5013 0.0372097 -999 39 
64.0231 10.4081 0 39 64.1025 10.4419 0.086322 -999 39 
66.7617 10.3544 0 39 66.8475 10.278 0.114928 -999 39 
69.3503 10.3066 0 39 69.29 10.3419 0.0699137 -999 39 
71.816 10.2638 0 39 71.7313 10.2312 0.0907685 1014 201 
74.179 10.2254 0 39 74.1148 10.2294 0.0642992 1014 201 
76.4553 10.1908 0 25 76.4941 10.0611 0.135443 1012 201 
78.6579 10.1597 0 50 78.6213 10.2474 0.0949232 1012 201 
80.7972 10.1318 0 39 80.782 10.0098 0.122944 1014 201 
82.882 10.1067 0 39 82.8858 10.2204 0.113695 1014 201 
84.9199 10.0843 0 39 85.0113 10.0071 0.11968 -999 39 
86.9173 10.0644 0 39 86.9413 9.94054 0.126188 -999 39 
88.8797 10.0468 0 39 88.863 10.0593 0.0208388 -999 39 
90.8123 10.0315 0 39 90.7872 10.0692 0.0452446 -999 39 
92.7195 10.0183 0 39 92.7097 9.97022 0.0490672 -999 39 
94.6054 10.0071 0 39 94.6402 10.0566 0.0604537 -999 39 
96.4738 9.9979 0 39 96.3981 10.0665 0.102097 -999 39 
98.3282 9.99061 0 25 98.3278 9.94323 0.0473736 1014 201 
100.172 9.98518 0 39 100.109 10.053 0.0922359 1014 201 
102.008 9.9816 0 39 102.064 10.008 0.0621002 1014 201 
103.84 9.97984 0 39 103.846 9.92165 0.0584884 1014 201 
105.67 9.9799 0 50 105.669 10.026 0.046095 1012 201 
107.502 9.98177 0 39 107.495 10.0323 0.0510194 1014 201 
109.339 9.98546 0 39 109.319 9.94054 0.049022 1014 201 
111.183 9.99099 0 39 111.201 10.026 0.039331 -999 39 
113.038 9.9984 0 39 113.084 10.0071 0.0467524 -999 39 
114.907 10.0077 0 39 114.806 10.008 0.101548 -999 39 
116.794 10.019 0 39 116.761 10.053 0.0478279 -999 39 
118.703 10.0324 0 39 118.715 9.98551 0.0484197 -999 39 
120.637 10.0478 0 39 120.754 10.0593 0.117197 -999 39 
122.602 10.0655 0 39 122.646 10.1699 0.113395 1012 201 
124.601 10.0856 0 25 124.54 10.1753 0.108569 1012 201 
126.642 10.1081 0 39 126.677 10.1367 0.0456575 1014 201 
128.73 10.1334 0 39 128.673 10.1483 0.0580528 1014 201 
130.872 10.1615 0 39 130.914 10.0737 0.0973702 1014 201 
133.079 10.1928 0 39 133.14 10.2681 0.0970647 1014 201 
135.36 10.2276 0 39 135.372 10.3167 0.0898488 1014 201 
137.729 10.2663 0 39 137.603 10.2195 0.134727 -999 39 
140.201 10.3093 0 39 140.093 10.3554 0.117352 -999 39 
142.798 10.3575 0 39 142.832 10.2537 0.109249 -999 39 
145.547 10.4115 0 39 145.604 10.3419 0.0904071 -999 39 
148.484 10.4727 0 39 148.525 10.359 0.120586 1014 201 
151.665 10.5427 0 39 151.663 10.6653 0.12265 1014 201 
155.169 10.6241 0 39 155.206 10.6653 0.055444 1014 201 
159.135 10.7212 0 39 159.228 10.6166 0.140098 1014 201 
163.823 10.8424 0 39 163.849 10.7131 0.131893 -999 39 
169.893 11.0081 0 39 169.972 10.9719 0.0863077 -999 39 
181.476 11.3455 0 39 -999 -999 -999 -999 39 
32.2403 9.14343 0 25 32.2718 9.17245 0.0428149 1012 201 
41.0677 8.93727 0 25 41.0801 9.04504 0.108486 -999 25 
46.6774 8.8138 0 50 46.7098 8.81098 0.0325015 1012 201 
51.1422 8.72069 0 39 51.1112 8.71417 0.031732 1014 201 
54.9684 8.64501 0 39 55.0433 8.60126 0.0867196 1014 201 
58.3755 8.5811 0 39 58.3869 8.47763 0.104091 1014 201 
61.4824 8.52589 0 39 61.5476 8.54213 0.0671559 -999 39 
64.3622 8.47747 0 39 64.4738 8.44628 0.115886 -999 39 
67.0633 8.43458 0 39 67.0953 8.5269 0.0977226 -999 39 
69.6203 8.39631 0 39 69.7157 8.39971 0.0954965 -999 39 
72.0584 8.36202 0 39 72.1081 8.25824 0.115074 1014 201 
74.3972 8.33119 0 39 74.4437 8.23138 0.110118 1014 201 
76.6519 8.30344 0 39 76.7349 8.32986 0.0870465 1014 201 
78.8349 8.27845 0 39 78.8584 8.21169 0.0707626 1014 201 
80.9563 8.25598 0 25 80.947 8.25197 0.0101416 1012 201 
83.0247 8.23582 0 39 83.0346 8.15977 0.0766862 1014 201 
85.0471 8.21779 0 39 85.1009 8.23317 0.055913 1014 201 
87.03 8.20177 0 39 86.9962 8.16156 0.0525296 -999 39 
88.9788 8.18763 0 39 89.0552 8.2851 0.123813 -999 39 
90.8984 8.17528 0 39 90.9448 8.2851 0.119237 -999 39 
92.7931 8.16463 0 39 92.8324 8.17678 0.0411626 -999 39 
94.6669 8.15562 0 39 94.728 8.25824 0.119404 -999 39 
96.5236 8.1482 0 39 96.6246 8.23048 0.130248 -999 39 
98.3666 8.14233 0 50 98.3484 8.1374 0.0188 1014 201 
100.199 8.13796 0 25 100.266 8.19557 0.0886995 1012 201 
102.024 8.13507 0 39 102.017 8.20453 0.0698379 1014 201 
103.845 8.13365 0 39 103.766 8.12039 0.0801225 1014 201 
105.664 8.1337 0 39 105.722 8.15082 0.059772 1014 201 
107.485 8.1352 0 39 107.513 8.1553 0.0340073 1014 201 
109.311 8.13818 0 39 109.302 8.06223 0.0764237 1014 201 
111.144 8.14264 0 39 111.148 8.15082 0.00942513 -999 39 
112.987 8.14861 0 39 112.996 8.13561 0.0155465 -999 39 
114.845 8.15612 0 39 114.841 8.01659 0.139585 -999 39 
116.72 8.16522 0 39 116.757 8.06133 0.110182 -999 39 
118.616 8.17597 0 39 118.521 8.1374 0.102144 -999 39 
120.537 8.18843 0 39 120.522 8.22511 0.0396782 -999 39 
122.488 8.20268 0 39 122.524 8.1911 0.0377387 -999 39 
124.473 8.21882 0 50 124.38 8.20453 0.093777 1012 201 
126.498 8.23696 0 39 126.475 8.17678 0.0643726 1012 201 
128.569 8.25726 0 39 128.673 8.24928 0.104157 1014 201 
130.694 8.27988 0 39 130.741 8.37016 0.101751 1014 201 
132.881 8.30502 0 39 132.811 8.3612 0.0895943 1014 201 
135.141 8.33295 0 39 135.121 8.22243 0.112182 1014 201 
137.485 8.36397 0 39 137.431 8.34419 0.0569671 -999 39 
139.93 8.39849 0 39 139.875 8.49644 0.11222 -999 39 
142.494 8.43701 0 39 142.563 8.41314 0.0721617 -999 39 
145.205 8.48021 0 39 145.283 8.5269 0.0908046 -999 39 
148.097 8.52899 0 39 148.15 8.57438 0.0696693 1014 201 
151.22 8.58467 0 39 151.163 8.51794 0.0875849 1014 201 
154.648 8.64918 0 39 154.629 8.57438 0.0770729 1014 201 
158.505 8.72571 0 39 158.567 8.59857 0.141433 1014 201 
163.019 8.82015 0 39 163.094 8.79305 0.0797286 -999 39 
168.73 8.94626 0 39 168.758 9.08811 0.144671 -999 39 
178.011 9.16394 0 39 178.007 9.13207 0.032136 1014 201 
33.9331 7.05241 0 25 33.9017 6.9621 0.09561 1012 201 
41.8998 6.90934 0 50 41.88 7.0112 0.103761 -999 50 
47.2764 6.8182 0 50 47.2762 6.86839 0.0501931 1012 201 
51.6192 6.7484 0 39 51.5911 6.69975 0.0561979 1014 201 
55.3668 6.69126 0 39 55.3477 6.78094 0.0916849 1014 201 
58.7174 6.64281 0 39 58.6305 6.62749 0.0882761 1014 201 
61.7811 6.60083 0 39 61.7336 6.67209 0.0856614 -999 39 
64.6261 6.56394 0 39 64.6056 6.5606 0.0207789 -999 39 
67.2985 6.53121 0 39 67.3996 6.47141 0.117466 -999 39 
69.831 6.50199 0 39 69.7501 6.49995 0.0808514 -999 39 
72.2479 6.47577 0 39 72.2585 6.44823 0.0295363 -999 39 
74.5679 6.45218 0 39 74.5526 6.41167 0.0432927 1014 201 
76.8058 6.43093 0 39 76.803 6.5053 0.0744215 1014 201 
78.9736 6.41179 0 39 79.0539 6.4402 0.0852417 1014 201 
81.081 6.39457 0 50 81.1063 6.46963 0.0791992 1014 201 
83.1365 6.37912 0 39 83.1572 6.36709 0.0239969 1014 201 
85.1469 6.36529 0 39 85.1873 6.43485 0.0804548 1014 201 
87.1185 6.353 0 39 87.0492 6.35818 0.0694601 -999 39 
89.0566 6.34216 0 39 89.0719 6.48122 0.139907 -999 39 
90.9659 6.33268 0 39 90.9281 6.48122 0.153272 -999 39 
92.8508 6.32451 0 39 92.7824 6.37333 0.084024 -999 39 
94.7152 6.31759 0 39 94.8127 6.43485 0.152473 -999 39 
96.5627 6.3119 0 39 96.5078 6.43753 0.137095 -999 39 
98.3967 6.30738 0 39 98.3683 6.30647 0.0283732 1014 201 
100.22 6.30403 0 50 100.252 6.36531 0.0689962 1014 201 
102.037 6.30181 0 39 101.971 6.37601 0.099074 1012 201 
103.849 6.30073 0 39 103.853 6.22179 0.0790201 1014 201 
105.66 6.30076 0 39 105.61 6.33054 0.0581334 1014 201 
107.472 6.30192 0 39 107.53 6.2512 0.0768596 1014 201 
109.289 6.3042 0 39 109.286 6.15673 0.147497 1014 201 
111.113 6.30762 0 39 111.098 6.24853 0.0609852 -999 39 
112.948 6.31221 0 39 112.911 6.23694 0.0836447 -999 39 
114.796 6.31797 0 39 114.793 6.39741 0.0795013 -999 39 
116.662 6.32496 0 50 116.678 6.44645 0.122606 -999 50 
118.548 6.33321 0 39 118.563 6.38403 0.0531164 -999 39 
120.459 6.34277 0 39 120.444 6.2102 0.133375 -999 39 
122.399 6.3537 0 39 122.497 6.43753 0.129148 -999 39 
124.373 6.36608 0 50 124.322 6.45358 0.101198 1014 201 
126.386 6.38 0 39 126.381 6.4304 0.0506234 1014 201 
128.444 6.39556 0 39 128.436 6.27438 0.121416 1014 201 
130.555 6.41289 0 39 130.464 6.41346 0.0905932 1014 201 
132.726 6.43215 0 39 132.733 6.4411 0.0112703 1014 201 
134.969 6.45353 0 39 134.881 6.52135 0.111297 1014 201 
137.294 6.47726 0 39 137.267 6.4411 0.0454225 -999 39 
139.718 6.50365 0 39 139.664 6.60965 0.11855 -999 39 
142.258 6.53307 0 39 142.303 6.54454 0.04654 -999 39 
144.939 6.56603 0 39 144.835 6.50976 0.118411 -999 39 
147.796 6.60319 0 39 147.878 6.5053 0.127914 -999 39 
150.875 6.64552 0 39 150.978 6.62303 0.105974 1014 201 
154.245 6.69442 0 39 154.228 6.57219 0.12347 1014 201 
158.022 6.75218 0 39 158.089 6.64979 0.122288 1014 201 
162.41 6.82293 0 39 162.368 6.82823 0.0425221 -999 39 
167.876 6.91589 0 39 167.793 6.90409 0.0836609 -999 39 
176.158 7.0652 0 39 176.175 7.1737 0.109735 1014 201 
35.0119 4.99846 0 50 34.958 4.91304 0.101003 1012 201 
42.4875 4.90354 0 50 42.4134 4.90681 0.074085 -999 50 
47.7075 4.84091 0 25 47.8213 4.88636 0.122596 1012 201 
51.9653 4.79246 0 39 51.9501 4.88813 0.0968662 1014 201 
55.6571 4.7526 0 39 55.7349 4.67828 0.10762 1014 201 
58.9674 4.7187 0 39 58.8655 4.74852 0.106198 1014 201 
61.9999 4.68927 0 39 61.9129 4.77342 0.121056 -999 39 
64.8198 4.66337 0 39 64.7327 4.64627 0.0887445 -999 39 
67.4712 4.64037 0 39 67.4757 4.54671 0.0937707 -999 39 
69.9858 4.61981 0 39 69.939 4.67739 0.0742562 -999 39 
72.3872 4.60136 0 39 72.4037 4.6116 0.0194236 -999 39 
74.6935 4.58475 0 39 74.6577 4.56537 0.0407293 1014 201 
76.9191 4.56978 0 39 76.8687 4.65427 0.0984181 1014 201 
79.0757 4.55629 0 39 79.08 4.58493 0.0289689 1014 201 
81.1729 4.54415 0 39 81.0963 4.61427 0.103866 1014 201 
83.2189 4.53324 0 39 83.2757 4.54848 0.0587877 1014 201 
85.2205 4.5235 0 39 85.2708 4.61071 0.100682 1014 201 
87.1837 4.51482 0 39 87.1004 4.52893 0.084521 -999 39 
89.1139 4.50717 0 39 89.088 4.65161 0.146744 -999 39 
91.0157 4.50048 0 39 91.0778 4.64627 0.158457 -999 39 
92.8934 4.49471 0 39 92.8996 4.52893 0.0347731 -999 39 
94.7508 4.48983 0 39 94.7292 4.61071 0.122795 -999 39 
96.5916 4.48581 0 50 96.5598 4.58404 0.103247 -999 50 
98.4189 4.48263 0 39 98.3876 4.44893 0.0460485 1012 201 
100.236 4.48026 0 39 100.238 4.50848 0.0283025 1014 201 
102.046 4.47869 0 25 102.089 4.45693 0.0480428 1012 201 
103.852 4.47792 0 39 103.776 4.36805 0.133814 1014 201 
105.656 4.47795 0 39 105.661 4.40094 0.0771736 1014 201 
107.462 4.47876 0 39 107.389 4.41071 0.100346 1014 201 
109.273 4.48038 0 39 109.325 4.51293 0.0618033 1014 201 
111.09 4.48279 0 39 111.109 4.60449 0.123098 1014 201 
112.918 4.48603 0 39 112.894 4.59293 0.109679 -999 39 
114.76 4.4901 0 50 114.677 4.47826 0.0840744 -999 50 
116.619 4.49503 0 25 116.528 4.53604 0.0994676 -999 25 
118.498 4.50086 0 25 118.379 4.48271 0.119806 -999 25 
120.401 4.5076 0 39 120.453 4.42849 0.0946141 -999 39 
122.333 4.51532 0 39 122.242 4.56449 0.103102 -999 39 
124.298 4.52405 0 39 124.402 4.50493 0.105184 1014 201 
126.303 4.53387 0 39 126.289 4.65961 0.126421 1014 201 
128.351 4.54484 0 39 128.311 4.50848 0.0545685 1014 201 
130.452 4.55706 1 39 130.431 4.4596 0.0997313 1014 201 
132.612 4.57063 0 39 132.658 4.4916 0.0912288 1014 201 
134.842 4.58569 0 39 134.766 4.5796 0.0770392 1014 201 
137.154 4.60241 0 39 137.108 4.50848 0.104554 -999 39 
139.562 4.62098 1 39 139.462 4.69339 0.123419 -999 39 
142.084 4.64168 0 39 142.052 4.64627 0.0317673 -999 39 
144.744 4.66484 0 39 144.77 4.56004 0.108011 -999 39 
147.576 4.69093 0 39 147.529 4.65961 0.0562602 -999 39 
150.623 4.7206 0 39 150.574 4.8161 0.106973 1014 201 
153.952 4.75481 0 39 153.991 4.6685 0.094647 1014 201 
157.672 4.79509 0 39 157.782 4.78053 0.111626 1014 201 
161.973 4.84418 0 39 162.037 4.71651 0.143066 1014 201 
167.274 4.90799 0 39 167.354 4.85968 0.0936309 -999 39 
175.005 5.00652 0 39 175.091 4.8908 0.144683 1014 201 
35.6642 2.96682 0 25 35.6135 2.90646 0.0788095 1012 201 
42.8625 2.91266 0 25 42.8063 2.96947 0.0799077 -999 25 
47.9859 2.87621 0 39 47.8854 2.9109 0.106255 1014 201 
52.19 2.84785 0 39 52.1679 2.855 0.0231989 1014 201 
55.8462 2.82443 0 39 55.7897 2.87718 0.0772994 1014 201 
59.1305 2.80448 0 39 59.0922 2.83903 0.0516083 1014 201 
62.1429 2.78714 0 39 62.0858 2.84435 0.0808234 -999 39 
64.9464 2.77187 0 39 65.0028 2.83371 0.0836696 -999 39 
67.5843 2.75829 0 39 67.6996 2.71038 0.124838 -999 39 
70.0873 2.74615 0 39 70.1214 2.82661 0.0873634 -999 39 
72.4786 2.73525 0 39 72.5439 2.74676 0.0663668 -999 39 
74.7759 2.72543 0 39 74.7592 2.69087 0.0384015 1014 201 
76.9935 2.71658 0 39 76.9321 2.77515 0.0848261 1014 201 
79.1427 2.70861 0 39 79.1052 2.70151 0.0381636 1014 201 
81.2333 2.70143 0 39 81.2476 2.7787 0.0786002 1014 201 
83.273 2.69498 0 39 83.2283 2.66603 0.0531995 1014 201 
85.2688 2.68921 0 39 85.189 2.73345 0.0912059 1014 201 
87.2266 2.68408 0 39 87.1498 2.67224 0.0776827 -999 39 
89.1516 2.67955 0 39 89.1036 2.79467 0.124731 -999 39 
91.0485 2.67559 0 39 91.0594 2.78934 0.114278 -999 39 
92.9214 2.67218 0 39 92.8502 2.67224 0.0711899 -999 39 
94.7743 2.66929 0 39 94.811 2.73345 0.0739329 -999 39 
96.6105 2.66691 0 39 96.6099 2.7024 0.0354944 -999 39 
98.4336 2.66502 0 25 98.4061 2.56312 0.105533 -999 25 
100.246 2.66362 0 1 100.225 2.62345 0.045658 1012 201 
102.052 2.6627 0 50 102.044 2.57288 0.0902309 1014 201 
103.854 2.66224 0 39 103.898 2.71482 0.0686332 1012 201 
105.654 2.66226 0 39 105.755 2.74144 0.128378 1014 201 
107.456 2.66274 0 39 107.456 2.74676 0.0840205 1014 201 
109.262 2.66369 0 39 109.156 2.65538 0.106777 1014 201 
111.076 2.66512 0 39 111.061 2.6474 0.0229763 1014 201 
112.899 2.66704 0 50 112.814 2.63941 0.0896806 -999 50 
114.736 2.66945 0 50 114.781 2.682 0.0461415 -999 50 
116.59 2.67237 0 25 116.601 2.73523 0.0638307 -999 25 
118.465 2.67581 0 39 118.422 2.67756 0.0426307 -999 39 
120.363 2.67981 0 39 120.321 2.7787 0.107495 -999 39 
122.29 2.68437 0 39 122.221 2.75918 0.101544 -999 39 
124.25 2.68954 0 39 124.345 2.70151 0.095874 1014 201 
126.248 2.69535 0 39 126.333 2.67845 0.0861837 1014 201 
128.291 2.70184 0 39 128.189 2.71659 0.102508 1014 201 
130.384 2.70906 0 39 130.275 2.67667 0.114538 1014 201 
132.538 2.71709 0 39 132.465 2.72192 0.072305 1014 201 
134.76 2.72599 0 39 134.769 2.82838 0.102866 1014 201 
137.062 2.73587 0 39 137.074 2.75741 0.0246939 1014 201 
139.46 2.74684 0 39 139.496 2.71216 0.0502397 -999 39 
141.97 2.75906 0 39 142.039 2.66337 0.118247 -999 39 
144.617 2.77273 0 39 144.614 2.83371 0.061039 -999 39 
147.431 2.78812 0 39 147.416 2.68821 0.101043 -999 39 
150.458 2.8056 0 39 150.407 2.86121 0.0756506 1014 201 
153.761 2.82573 0 39 153.763 2.73345 0.092288 1014 201 
157.444 2.84939 0 39 157.487 2.87985 0.0521588 1014 201 
161.69 2.87813 0 39 161.668 2.86121 0.0276809 1014 201 
166.89 2.91524 0 39 166.932 2.77515 0.146202 -999 39 
174.314 2.9713 0 39 174.362 2.90203 0.0845066 -999 39 
35.97 0.947364 0 25 35.8918 0.968948 0.0811289 1012 201 
43.0431 0.930384 0 25 42.9586 0.98047 0.0981918 -999 25 
48.1209 0.918856 0 39 48.1735 0.878544 0.066332 -999 39 
52.2993 0.909857 0 39 52.2798 1.03631 0.127943 1014 201 
55.9383 0.902418 0 39 55.9326 0.786369 0.116192 1014 201 
59.2101 0.896074 0 39 59.311 0.897156 0.100985 1014 201 
62.2126 0.890556 0 39 62.2527 0.882975 0.0407205 -999 39 
65.0083 0.885694 0 39 65.1186 0.858159 0.113646 -999 39 
67.6396 0.881372 0 39 67.5589 0.897156 0.0822403 -999 39 
70.1369 0.877505 0 39 70.1469 0.83866 0.0401024 -999 39 
72.5232 0.874032 0 39 72.5266 0.757122 0.116959 -999 39 
74.8162 0.870904 0 39 74.8572 0.786369 0.0939596 1014 201 
77.0298 0.868084 0 39 76.9934 0.866135 0.0364977 1014 201 
79.1755 0.865542 0 39 79.1296 0.788142 0.0900131 1014 201 
81.2628 0.863253 0 39 81.2356 0.866135 0.0273435 1014 201 
83.2995 0.861198 0 39 83.3416 0.790801 0.0820484 1014 201 
85.2924 0.859359 0 39 85.2696 0.852841 0.0237102 1014 201 
87.2475 0.857724 0 39 87.1975 0.786369 0.0871174 -999 39 
89.17 0.856279 0 39 89.1186 0.908678 0.0734049 -999 39 
91.0645 0.855017 0 39 91.0416 0.90336 0.0534712 -999 39 
92.9351 0.853929 0 39 92.9623 0.770416 0.0878325 -999 39 
94.7857 0.853008 0 39 94.7304 0.852841 0.0553286 -999 39 
96.6198 0.852249 0 39 96.6584 0.790801 0.0725565 -999 39 
98.4407 0.851648 0 39 98.4475 0.960971 0.109535 -999 39 
100.252 0.851201 0 25 100.212 0.708377 0.148239 1012 201 
102.055 0.850905 0 25 102.033 0.968948 0.120098 1012 201 
103.855 0.85076 0 25 103.823 0.806754 0.054513 1014 201 
105.653 0.850765 0 39 105.648 0.839547 0.0121451 1014 201 
107.453 0.850919 0 39 107.473 0.757122 0.0960254 1014 201 
109.257 0.851223 0 50 109.347 0.859045 0.0902064 1012 201 
111.068 0.851679 0 25 111.072 0.95388 0.102272 1012 201 
112.89 0.85229 0 50 112.946 0.822707 0.0637386 -999 50 
114.725 0.853059 0 25 114.736 0.991106 0.138494 -999 25 
116.577 0.85399 0 50 116.673 0.906905 0.109632 -999 50 
118.448 0.855088 0 25 118.463 0.844864 0.0181397 -999 25 
120.345 0.856361 0 25 120.331 0.945903 0.0904911 -999 25 
122.269 0.857816 0 25 122.201 0.926404 0.096616 -999 25 
124.226 0.859464 0 50 124.29 0.870567 0.0648011 1012 201 
126.221 0.861315 0 39 126.245 0.851955 0.0255495 1014 201 
128.261 0.863384 0 25 128.297 0.950335 0.0940371 1012 201 
130.351 0.865687 0 39 130.349 0.90336 0.037737 1014 201 
132.501 0.868245 0 39 132.506 0.945017 0.0769062 1014 201 
134.719 0.871083 0 39 134.66 0.826252 0.0738737 1014 201 
137.017 0.87423 0 39 137.041 0.98047 0.108961 1014 201 
139.41 0.877726 0 39 139.425 0.938813 0.0629493 -999 39 
141.914 0.881618 0 39 141.928 0.897156 0.02091 -999 39 
144.554 0.88597 0 39 144.555 0.823593 0.062384 -999 39 
147.361 0.890868 0 39 147.443 0.854614 0.0893227 -999 39 
150.378 0.896429 0 39 150.384 1.0301 0.133837 1014 201 
153.668 0.902831 0 39 153.686 0.906019 0.0176398 1014 201 
157.334 0.910346 0 39 157.201 0.945903 0.137254 1014 201 
161.553 0.919462 0 39 161.666 0.873226 0.122297 1014 201 
166.706 0.931198 0 39 166.645 1.0301 0.116199 -999 39 
173.992 0.948752 0 39 173.978 0.930836 0.0223895 -999 39 
35.9607 -1.06835 0 25 143.017 -1.74282 107.059 -999 25 
43.0375 -1.04919 0 39 135.113 -0.828025 92.0759 1014 201 
48.1167 -1.03618 0 39 130.001 -1.06999 81.8841 1014 201 
52.2959 -1.02603 0 39 126.009 -2.35823 73.7256 1014 201 
55.9355 -1.01764 2 39 123 -1.04429 67.0649 -999 39 
59.2076 -1.01049 0 39 119.024 -0.233357 59.8211 1008 201 
62.2105 -1.00426 0 39 116.026 -1.18522 53.8161 -999 39 
65.0064 -0.998781 0 39 113.009 -1.11431 48.0026 -999 39 
67.6379 -0.993906 0 39 111.015 -0.65786 43.378 1012 201 
70.1354 -0.989545 0 39 108.029 -1.07088 37.8937 1014 201 
72.5219 -0.985628 0 39 106 -0.971607 33.4786 1014 201 
74.8149 -0.982101 0 39 104.017 -1.03808 29.2019 1014 201 
77.0287 -0.97892 0 39 101.028 -0.727875 24.0001 1012 201 
79.1745 -0.976053 0 39 99.0305 -0.139419 19.8736 1008 201 
81.2619 -0.973472 0 39 97.0153 -1.34389 15.7578 -999 39 
83.2986 -0.971154 0 39 95.0354 -0.482384 11.747 -999 39 
85.2917 -0.969081 0 39 93.1221 -0.753577 7.83342 -999 39 
87.2469 -0.967236 0 39 91.0416 -0.90336 3.79528 -999 39 
89.1694 -0.965607 0 39 89.1186 -0.908678 0.0763274 -999 39 
91.064 -0.964184 0 39 89.9199 -0.921973 1.14489 -999 39 
92.9347 -0.962957 0 39 88.9584 -0.90336 3.97676 -999 39 
94.7854 -0.961918 0 39 86.8779 -0.753577 7.91024 1014 201 
96.6195 -0.961062 0 39 84.9646 -0.482384 11.6648 1014 201 
98.4405 -0.960384 0 39 82.9847 -1.34389 15.4605 1014 201 
100.251 -0.95988 0 39 80.9695 -0.139419 19.2994 1008 201 
102.055 -0.959547 0 25 78.9725 -0.727875 23.0839 1014 201 
103.855 -0.959383 0 39 77.9668 -0.968948 25.888 1014 201 
105.653 -0.959388 0 39 75.9832 -1.03808 29.67 1014 201 
107.453 -0.959562 0 39 73.9995 -0.971607 33.4533 -999 39 
109.257 -0.959905 0 39 71.971 -1.07088 37.2862 -999 39 
111.068 -0.960419 0 50 69.9964 -0.730534 41.0727 -999 50 
112.89 -0.961108 0 50 68.9855 -0.65786 43.9057 -999 50 
114.725 -0.961975 0 50 66.9911 -1.11431 47.7343 -999 50 
116.577 -0.963025 0 50 64.9831 -1.43164 51.596 -999 50 
118.449 -0.964264 0 39 62.9691 -0.90336 55.4799 -999 39 
120.345 -0.965699 0 25 60.9763 -0.233357 59.3733 1008 201 
122.269 -0.96734 0 25 58.9817 -0.134988 63.2933 1008 201 
124.227 -0.969198 0 39 56.9997 -1.04429 67.2272 1014 201 
126.222 -0.971286 0 39 54.9881 -1.8102 71.2391 1014 201 
128.262 -0.973619 0 39 52.9854 -1.30134 75.2772 1014 201 
130.352 -0.976217 0 39 50.997 -2.66958 79.3736 1014 201 
132.502 -0.979102 0 50 48.9883 -1.45026 83.5152 1014 201 
134.72 -0.982302 0 39 46.9551 -2.5445 87.7791 -999 39 
137.019 -0.985852 0 39 43.985 -0.360971 93.0356 -999 39 
139.411 -0.989794 0 39 41.9933 -3.11944 97.4411 -999 39 
141.916 -0.994183 0 39 39.9809 -1.51497 101.936 -999 39 
144.556 -0.999092 0 39 36.9829 -1.74282 107.576 -999 39 
147.363 -1.00462 0 39 33.9809 -1.66391 113.384 1012 201 
150.38 -1.01089 0 39 30.9913 -1.27829 119.389 1012 201 
153.671 -1.01811 0 39 27.9817 -2.42209 125.697 1012 201 
157.337 -1.02658 0 39 23.9872 -2.34404 133.357 1012 201 
161.557 -1.03687 0 39 19.9901 -3.41146 141.587 -999 39 
166.711 -1.0501 0 39 14.9993 -2.16844 151.716 -999 39 
174.002 -1.06991 0 39 6.99568 -1.0301 167.006 1014 201 
35.6354 -3.08829 0 25 143.015 -3.30583 107.38 -999 25 
42.8456 -3.03181 0 39 136.031 -2.14804 93.1898 1014 201 
47.9733 -2.99384 0 39 131.006 -4.75741 83.0518 1014 201 
52.1798 -2.96429 0 39 126.009 -2.35823 73.8322 1014 201 
55.8376 -2.93991 0 39 123 -1.04429 67.1895 -999 39 
59.1231 -2.91913 0 39 119.007 -2.77515 59.8842 -999 39 
62.1364 -2.90107 0 39 116.016 -3.28719 53.8809 -999 39 
64.9407 -2.88517 0 39 114.003 -1.64263 49.0785 -999 39 
67.5792 -2.87103 0 39 111.003 -2.35557 43.4264 1012 201 
70.0827 -2.85839 0 39 108.022 -3.05554 37.9395 1014 201 
72.4744 -2.84704 0 39 106.002 -3.25523 33.5297 1012 201 
74.7721 -2.83682 0 39 104.017 -2.33605 29.2487 1012 201 
76.9901 -2.82761 0 39 102.01 -2.26688 25.026 1012 201 
79.1397 -2.81931 0 39 99.0231 -2.06379 19.8978 -999 39 
81.2305 -2.81183 0 39 97.0127 -3.86254 15.8172 -999 39 
83.2705 -2.80512 0 39 95.0017 -3.32713 11.7428 -999 39 
85.2666 -2.79911 0 39 93.0128 -2.65627 7.74753 -999 39 
87.2246 -2.79377 0 39 91.0594 -2.78934 3.8348 -999 39 
89.1499 -2.78906 0 39 89.1036 -2.79467 0.0466417 -999 39 
