#fy4lon fy4lat fy4clm fy4snc fy3lon fy3lat dist fy3val outtype 
112.053 27.8912 3 25 -999 -999 -999 -999 25 
114.165 27.9175 3 25 -999 -999 -999 -999 25 
116.298 27.9507 3 25 -999 -999 -999 -999 25 
118.459 27.991 2 25 118.463 27.8895 0.101591 1012 201 
120.653 28.0389 0 25 120.515 27.9985 0.143823 1012 201 
122.888 28.0947 0 39 122.873 28.0977 0.0155383 1014 201 
125.171 28.1589 0 39 125.233 28.0796 0.100625 1014 201 
127.512 28.2323 0 39 127.549 28.3132 0.0888316 1014 201 
129.921 28.3155 0 39 129.876 28.4337 0.126501 1014 201 
132.411 28.4096 0 39 132.517 28.4578 0.117057 -999 39 
134.997 28.516 0 39 135 28.5222 0.00692306 -999 39 
137.7 28.6361 0 39 137.645 28.6349 0.0550524 -999 39 
140.545 28.7722 0 39 140.462 28.7688 0.082817 -999 39 
143.567 28.9271 0 39 143.461 28.8939 0.111049 1014 201 
146.814 29.1051 0 39 146.832 29.1201 0.0235248 1014 201 
150.357 29.312 0 39 150.407 29.2405 0.08684 1014 201 
154.311 29.5577 0 39 154.283 29.5609 0.0281901 1014 201 
158.879 29.8592 0 39 158.802 29.8589 0.0771795 -999 39 
164.508 30.2539 0 39 164.626 30.171 0.144419 -999 39 
172.721 30.8675 0 39 172.804 30.9835 0.143078 1014 201 
31.3794 28.8698 0 25 31.4557 28.8535 0.0780561 -999 25 
42.0754 28.107 0 25 42.0604 28.246 0.139801 1012 201 
48.2392 27.6958 0 25 48.3755 27.6578 0.141487 1012 201 
53.0566 27.3929 1 25 52.9787 27.4754 0.113467 1014 201 
57.1534 27.1502 1 25 57.116 27.1472 0.0374829 -999 25 
60.7872 26.9473 3 25 -999 -999 -999 -999 25 
64.094 26.7737 3 25 -999 -999 -999 -999 25 
67.1561 26.6228 3 25 -999 -999 -999 -999 25 
70.0277 26.4904 0 25 70.0807 26.5054 0.0550534 1012 201 
72.747 26.3734 1 25 72.7796 26.5133 0.14372 1012 201 
75.3418 26.2697 3 25 -999 -999 -999 -999 25 
77.8336 26.1775 3 25 -999 -999 -999 -999 25 
80.2392 26.0958 3 25 -999 -999 -999 -999 25 
82.5722 26.0233 3 25 -999 -999 -999 -999 25 
84.8437 25.9594 2 25 84.8056 25.9625 0.0382075 -999 25 
87.0631 25.9033 2 25 87.1429 25.9025 0.0797993 -999 25 
89.2385 25.8545 3 25 -999 -999 -999 -999 25 
91.3771 25.8127 2 25 91.3715 25.7052 0.107698 -500 25 
93.4849 25.7775 0 25 93.4906 25.8583 0.081036 0 25 
95.5677 25.7485 0 25 95.5952 25.6473 0.104899 0 25 
97.6305 25.7256 0 25 97.713 25.6032 0.147618 1012 201 
99.6783 25.7087 0 25 99.6533 25.768 0.0643864 0 25 
101.715 25.6975 0 25 101.807 25.7955 0.134137 0 25 
103.746 25.692 0 25 103.755 25.7847 0.0930512 0 25 
105.775 25.6921 0 25 105.699 25.6905 0.0762514 0 25 
107.807 25.698 0 25 107.901 25.6856 0.0956279 -999 25 
109.844 25.7095 0 25 109.902 25.665 0.0729944 -999 25 
111.893 25.7269 0 25 111.978 25.8033 0.114478 -999 25 
113.957 25.7501 1 25 114.059 25.8465 0.140665 -999 25 
116.041 25.7794 3 25 -999 -999 -999 -999 25 
118.15 25.8151 2 25 118.029 25.7729 0.128431 1012 201 
120.291 25.8573 0 39 120.203 25.7699 0.123718 1014 201 
122.469 25.9064 0 39 122.487 25.8878 0.026363 1014 201 
124.691 25.963 0 39 124.775 25.8907 0.111032 1014 201 
126.966 26.0274 0 39 126.891 25.9389 0.115948 1014 201 
129.303 26.1004 0 39 129.439 26.1327 0.139592 1014 201 
131.713 26.1828 0 39 131.695 26.1632 0.0266052 1014 201 
134.211 26.2755 0 39 134.098 26.2736 0.113024 -999 39 
136.812 26.38 0 39 136.804 26.247 0.13331 -999 39 
139.54 26.4978 0 39 139.526 26.4353 0.0640728 -999 39 
142.422 26.6313 0 39 142.425 26.624 0.00790839 -999 39 
145.497 26.7834 0 39 145.508 26.7803 0.0115874 1014 201 
148.821 26.9586 0 39 148.779 26.8685 0.0993329 1014 201 
152.478 27.1635 0 39 152.617 27.0946 0.155665 1014 201 
156.608 27.4091 0 39 156.575 27.351 0.0673098 1014 201 
161.483 27.7166 0 39 161.565 27.6997 0.0839742 -999 39 
167.769 28.1376 0 39 167.791 28.1247 0.0254121 1014 201 
179.331 28.9665 1 39 179.227 28.8888 0.129517 1014 201 
37.9129 26.0847 0 25 37.782 26.0894 0.131063 -999 25 
45.2162 25.6203 0 25 45.1492 25.7179 0.118421 1012 201 
50.4898 25.3046 0 25 50.5037 25.3828 0.0795052 1012 201 
54.8389 25.0588 0 39 54.9481 24.995 0.126436 1012 201 
58.6327 24.8565 3 39 -999 -999 -999 -999 39 
62.0484 24.6849 0 39 61.9947 24.5782 0.119423 -999 39 
65.1876 24.5364 3 39 -999 -999 -999 -999 39 
68.1149 24.4064 3 25 -999 -999 -999 -999 25 
70.8745 24.2917 2 25 70.9103 24.3305 0.0527763 1012 201 
73.4981 24.19 3 25 -999 -999 -999 -999 25 
76.0096 24.0995 3 25 -999 -999 -999 -999 25 
78.4276 24.0189 2 25 78.488 23.9604 0.0841474 1012 201 
80.7668 23.9471 3 25 -999 -999 -999 -999 25 
83.0392 23.8835 2 25 83.0919 23.8453 0.0650515 -999 25 
85.255 23.8272 0 25 85.1595 23.853 0.0989402 -999 25 
87.4226 23.7778 1 25 87.4301 23.7757 0.0078106 -999 25 
89.5494 23.7348 3 25 -999 -999 -999 -999 25 
91.6417 23.6979 1 25 91.7482 23.8163 0.159164 -999 25 
93.7055 23.6668 0 25 93.8004 23.6858 0.0968001 1012 201 
95.7459 23.6412 0 50 95.6595 23.7544 0.142444 1012 201 
97.7676 23.6209 0 25 97.7235 23.708 0.097638 1012 201 
99.7752 23.6059 0 25 99.7824 23.5642 0.0422982 1012 201 
101.773 23.596 0 25 101.873 23.5874 0.100293 1012 201 
103.765 23.5911 0 25 103.763 23.5748 0.0164095 0 25 
105.755 23.5913 1 25 105.65 23.4803 0.152468 1012 201 
107.747 23.5964 3 25 -999 -999 -999 -999 25 
109.745 23.6067 0 25 109.799 23.7187 0.124332 -999 25 
111.753 23.622 0 25 111.744 23.6144 0.0117377 -999 25 
113.776 23.6425 3 25 -999 -999 -999 -999 25 
115.818 23.6685 3 25 -999 -999 -999 -999 25 
117.883 23.6999 0 39 117.897 23.7399 0.042467 -999 39 
119.977 23.7372 0 39 120.012 23.7447 0.0360137 1014 201 
122.106 23.7806 0 39 122.125 23.6472 0.134674 1014 201 
124.277 23.8304 0 39 124.175 23.8221 0.101964 1014 201 
126.495 23.8871 0 39 126.52 23.9574 0.0744301 1014 201 
128.772 23.9512 0 39 128.869 23.9671 0.0986597 1014 201 
131.115 24.0234 0 39 131.06 24.0281 0.0555401 1014 201 
133.538 24.1046 0 39 133.542 23.9903 0.114327 -999 39 
136.056 24.1958 0 39 136.023 24.1928 0.0330922 -999 39 
138.687 24.2982 0 39 138.804 24.2306 0.135446 -999 39 
141.456 24.4138 0 39 141.453 24.3033 0.110455 -999 39 
144.394 24.5447 0 39 144.438 24.5306 0.0461942 1014 201 
147.548 24.6945 0 39 147.609 24.6998 0.0608868 1014 201 
150.983 24.8677 0 39 150.966 24.7728 0.0965113 1014 201 
154.804 25.0722 0 39 154.793 25.1795 0.10784 1014 201 
159.195 25.3211 0 39 159.309 25.2948 0.116749 -999 39 
164.545 25.6426 0 39 164.504 25.7621 0.126402 -999 39 
172.063 26.1224 0 39 172.02 26.0943 0.0513418 1014 201 
31.2504 24.2342 0 25 31.2479 24.3538 0.119616 1012 201 
41.5246 23.6118 0 25 41.523 23.4948 0.117044 -999 25 
47.5498 23.2696 0 25 47.596 23.1741 0.106138 1012 201 
52.272 23.0164 0 25 52.2143 23.0318 0.0597803 1012 201 
56.2921 22.8128 3 25 -999 -999 -999 -999 25 
59.8593 22.6421 3 39 -999 -999 -999 -999 39 
63.1058 22.4957 0 39 63.028 22.5492 0.0944677 -999 39 
66.1117 22.368 3 39 -999 -999 -999 -999 39 
68.9298 22.2557 3 39 -999 -999 -999 -999 39 
71.5973 22.1561 3 25 -999 -999 -999 -999 25 
74.1415 22.0674 3 25 -999 -999 -999 -999 25 
76.5833 21.9883 1 25 76.5238 21.9948 0.0598944 1012 201 
78.9391 21.9178 3 25 -999 -999 -999 -999 25 
81.222 21.8548 3 25 -999 -999 -999 -999 25 
83.4429 21.7989 2 25 83.483 21.7242 0.0848264 -999 25 
85.611 21.7494 1 25 85.6934 21.7356 0.083503 -999 25 
87.7341 21.7059 3 25 -999 -999 -999 -999 25 
89.8189 21.668 0 39 89.9 21.6832 0.0824761 -999 39 
91.8715 21.6355 0 39 91.8992 21.6404 0.0280858 -999 39 
93.8972 21.608 0 50 93.8937 21.5025 0.105565 1012 201 
95.9008 21.5854 0 25 95.8993 21.5415 0.0439454 1012 201 
97.8868 21.5675 0 25 97.9044 21.4844 0.0849373 1012 201 
99.8595 21.5542 0 25 99.9385 21.6004 0.0915486 1012 201 
101.823 21.5455 2 25 101.781 21.6737 0.135043 1012 201 
103.781 21.5412 2 25 103.818 21.6014 0.0709607 1012 201 
105.737 21.5413 1 25 105.658 21.5044 0.0872977 1012 201 
107.695 21.5459 0 25 107.741 21.5044 0.0620331 1014 201 
109.659 21.5549 0 25 109.634 21.493 0.0667308 -999 25 
111.632 21.5684 3 25 -999 -999 -999 -999 25 
113.619 21.5866 0 39 113.749 21.6052 0.131901 -999 39 
115.624 21.6095 0 39 115.717 21.569 0.101334 -999 39 
117.651 21.6373 0 39 117.773 21.6823 0.129738 -999 39 
119.705 21.6701 0 39 119.832 21.6947 0.128885 1014 201 
121.792 21.7084 0 39 121.719 21.7499 0.084134 1014 201 
123.918 21.7522 0 39 123.884 21.7956 0.0546552 1014 201 
126.089 21.8021 0 39 126.049 21.7299 0.0822125 1014 201 
128.313 21.8584 0 39 128.332 21.767 0.0932189 1014 201 
130.6 21.9218 0 39 130.59 22.0645 0.14306 1014 201 
132.961 21.9928 0 39 133.01 22.055 0.0796046 1014 201 
135.408 22.0725 0 39 135.284 22.1008 0.126889 -999 39 
137.959 22.1617 0 39 137.99 22.1886 0.041298 -999 39 
140.635 22.262 0 39 140.569 22.3138 0.0838788 -999 39 
143.463 22.3752 0 39 143.594 22.3884 0.131992 -999 39 
146.482 22.5039 0 39 146.506 22.4745 0.0382332 1014 201 
149.745 22.6516 0 39 149.765 22.6364 0.0257064 1014 201 
153.335 22.8239 0 39 153.39 22.7936 0.0627388 1014 201 
157.388 23.03 0 39 157.31 23.1038 0.107722 1014 201 
162.165 23.287 0 39 162.275 23.2222 0.127054 -999 39 
168.309 23.6371 0 39 168.328 23.6424 0.0200902 -999 39 
179.346 24.3091 1 39 179.275 24.3829 0.102425 1014 201 
36.5819 21.6866 0 25 36.4902 21.6271 0.109292 -999 25 
44.0709 21.2847 0 25 44.1554 21.3219 0.092335 1012 201 
49.3733 21.0165 0 25 49.345 20.9094 0.110758 1012 201 
53.7177 20.8087 0 25 53.7036 20.8043 0.0147816 1012 201 
57.4941 20.638 0 25 57.3774 20.6445 0.116825 -999 25 
60.8863 20.4931 0 39 60.9263 20.3988 0.102375 -999 39 
63.9985 20.3677 0 39 64.0074 20.4715 0.104268 -999 39 
66.8966 20.2577 0 39 66.9045 20.2054 0.0528418 -999 39 
69.6251 20.1604 3 39 -999 -999 -999 -999 39 
72.2163 20.0739 0 39 72.1844 20.0311 0.0533862 1014 201 
74.6942 19.9967 3 25 -999 -999 -999 -999 25 
77.0772 19.9277 1 25 77.0787 19.9238 0.00419602 1012 201 
79.3803 19.866 1 25 79.4943 19.7855 0.139599 1012 201 
81.6152 19.8109 1 25 81.6767 19.7375 0.0957158 1012 201 
83.7922 19.7619 0 25 83.8325 19.8466 0.093839 -999 25 
85.9194 19.7184 0 39 85.991 19.841 0.141908 -999 39 
88.0042 19.6802 0 39 87.9511 19.7112 0.0614609 -999 39 
90.0529 19.6469 0 39 90.0976 19.7629 0.124342 -999 39 
92.071 19.6183 0 39 92.0489 19.7112 0.0955406 -999 39 
94.0636 19.5941 0 25 93.9954 19.5656 0.0739179 -999 25 
96.0354 19.5742 0 25 95.9529 19.6013 0.086798 1012 201 
97.9904 19.5584 1 25 97.9098 19.5421 0.0822321 1012 201 
99.9328 19.5468 3 25 -999 -999 -999 -999 25 
101.866 19.539 0 25 101.844 19.4107 0.130297 1012 201 
103.795 19.5352 0 25 103.871 19.6041 0.102807 1012 201 
105.721 19.5354 0 25 105.665 19.5046 0.0642132 1012 201 
107.65 19.5394 0 39 107.696 19.5055 0.0578945 1014 201 
109.583 19.5473 0 25 109.543 19.4971 0.0647862 -999 25 
111.526 19.5593 0 39 111.639 19.56 0.112223 -999 39 
113.482 19.5753 0 39 113.557 19.6248 0.0893879 -999 39 
115.455 19.5954 0 39 115.476 19.5985 0.0208471 -999 39 
117.449 19.6199 0 39 117.481 19.7263 0.111112 -999 39 
119.469 19.6488 0 39 119.491 19.7545 0.10785 -999 39 
121.52 19.6824 0 39 121.499 19.683 0.0209377 1014 201 
123.607 19.7209 0 39 123.609 19.7423 0.0214288 1014 201 
125.737 19.7647 0 39 125.719 19.6915 0.0753399 1014 201 
127.917 19.8141 0 39 127.943 19.7488 0.0703466 1014 201 
130.156 19.8695 0 39 130.018 19.8617 0.137827 1014 201 
132.463 19.9317 0 39 132.372 19.8871 0.101356 1014 201 
134.852 20.0011 0 39 134.862 19.9718 0.0309712 -999 39 
137.336 20.0789 0 39 137.219 20.1065 0.12037 -999 39 
139.934 20.1659 0 39 140.006 20.2498 0.110091 -999 39 
142.672 20.2639 0 39 142.796 20.2026 0.138531 -999 39 
145.582 20.3747 0 39 145.628 20.3479 0.0537366 1014 201 
148.709 20.5012 0 39 148.631 20.4404 0.0984647 1014 201 
152.12 20.6474 0 39 152.154 20.7012 0.0634712 1014 201 
155.924 20.82 0 39 155.867 20.7721 0.0748324 1014 201 
160.312 21.0305 0 39 160.246 21.1435 0.130874 -999 39 
165.695 21.3037 0 39 165.601 21.4017 0.135387 -999 39 
173.424 21.7201 0 39 173.483 21.7242 0.0592553 1014 201 
39.6909 19.3542 0 39 39.7682 19.4379 0.114035 -999 39 
46.0064 19.0547 0 25 46.0938 18.9797 0.115198 1012 201 
50.8371 18.8383 0 25 50.8734 18.7581 0.0880879 1012 201 
54.9069 18.6658 3 39 -999 -999 -999 -999 39 
58.4967 18.5218 0 39 58.575 18.448 0.107621 -999 39 
61.7507 18.3985 0 39 61.6732 18.4583 0.0979019 -999 39 
64.7548 18.291 0 39 64.7632 18.2261 0.0654504 -999 39 
67.5646 18.1964 0 39 67.5053 18.1628 0.0681338 -999 39 
70.2191 18.1124 0 39 70.1723 18.1712 0.0751393 1014 201 
72.7466 18.0374 3 39 -999 -999 -999 -999 39 
75.1687 17.9704 3 25 -999 -999 -999 -999 25 
77.5022 17.9104 0 25 77.6056 17.8185 0.138365 1012 201 
79.7605 17.8566 0 25 79.7378 17.8743 0.0287099 1012 201 
81.9546 17.8086 0 25 81.8699 17.8138 0.084901 1012 201 
84.0939 17.7658 0 39 84.1852 17.6661 0.135245 -999 39 
86.1861 17.7278 0 39 86.2872 17.6428 0.132083 -999 39 
88.2379 17.6944 0 39 88.1893 17.7776 0.096376 -999 39 
90.2554 17.6652 0 39 90.285 17.5388 0.129816 -999 39 
92.2439 17.6402 0 39 92.1916 17.7581 0.12895 -999 39 
94.208 17.619 0 39 94.282 17.5843 0.0817705 -999 39 
96.1521 17.6015 2 25 96.1932 17.6076 0.0414927 1012 201 
98.0803 17.5877 0 25 98.1032 17.537 0.0556628 1012 201 
99.9964 17.5775 1 25 100.041 17.6484 0.0838025 1012 201 
101.904 17.5707 0 25 101.982 17.6633 0.120903 1012 201 
103.807 17.5674 0 25 103.736 17.6484 0.107267 1012 201 
105.708 17.5675 0 50 105.672 17.4795 0.095123 1012 201 
107.61 17.571 0 39 107.654 17.4813 0.0999074 1014 201 
109.518 17.578 0 39 109.456 17.4757 0.119812 -999 39 
111.435 17.5885 0 39 111.501 17.5453 0.0792192 -999 39 
113.364 17.6025 0 39 113.373 17.6187 0.0187353 -999 39 
115.309 17.6201 0 39 115.247 17.602 0.0651785 -999 39 
117.275 17.6416 0 39 117.373 17.6159 0.101749 -999 39 
119.265 17.6669 0 39 119.332 17.6512 0.0688978 -999 39 
121.284 17.6963 0 50 121.29 17.5881 0.108363 1012 201 
123.338 17.73 0 39 123.347 17.6605 0.0700061 1014 201 
125.433 17.7682 0 39 125.516 17.8519 0.117497 1014 201 
127.575 17.8113 0 39 127.574 17.7014 0.109959 1014 201 
129.773 17.8597 0 39 129.867 17.8724 0.0943948 1014 201 
132.036 17.9138 0 39 132.165 17.9087 0.129085 1014 201 
134.374 17.9742 0 39 134.324 18.0054 0.0585617 -999 39 
136.802 18.0417 0 39 136.756 17.9719 0.0833986 -999 39 
139.336 18.1171 0 39 139.471 18.1516 0.139353 -999 39 
141.999 18.2017 0 39 141.923 18.1917 0.0765186 -999 39 
144.82 18.2971 0 39 144.796 18.1749 0.124418 -999 39 
147.837 18.4054 0 39 147.883 18.4816 0.0889079 1014 201 
151.108 18.5298 0 39 150.983 18.546 0.126468 1014 201 
154.722 18.6752 0 39 154.599 18.7291 0.13435 1014 201 
158.827 18.8499 0 39 158.755 18.888 0.0821679 1014 201 
163.719 19.0697 0 39 163.829 19.0106 0.124817 -999 39 
170.175 19.3769 0 39 170.138 19.3882 0.0381161 -999 39 
33.185 17.5158 0 25 33.2427 17.4266 0.106279 -999 25 
41.8992 17.1309 0 39 41.924 17.0975 0.0416212 -999 39 
47.5302 16.8968 0 25 47.4026 16.9466 0.136954 1012 201 
52.0291 16.7197 3 25 -999 -999 -999 -999 25 
55.8918 16.5758 0 39 55.9709 16.6489 0.107691 1014 201 
59.3357 16.4544 0 39 59.3583 16.5288 0.0777716 -999 39 
62.4792 16.3496 0 39 62.4724 16.2298 0.119921 -999 39 
65.3953 16.2578 0 39 65.4012 16.1911 0.0669428 -999 39 
68.1326 16.1766 0 39 68.0772 16.0842 0.107766 -999 39 
70.7256 16.1044 0 39 70.6791 16.0557 0.0673828 1014 201 
73.2 16.0399 1 39 73.2202 16.1192 0.0819071 1014 201 
75.5752 15.982 1 25 75.5792 15.9424 0.0398355 1012 201 
77.8667 15.9301 0 25 77.8857 15.8954 0.039539 1012 201 
80.0871 15.8836 0 50 80.1542 15.9866 0.122938 1012 201 
82.2465 15.8419 0 39 82.239 15.9037 0.0622205 1014 201 
84.3536 15.8048 0 39 84.3172 15.7059 0.105396 -999 39 
86.4157 15.7718 0 39 86.3715 15.6765 0.105164 -999 39 
88.4394 15.7428 0 39 88.4166 15.8181 0.0786709 -999 39 
90.4302 15.7175 0 39 90.4658 15.8485 0.135763 -999 39 
92.393 15.6957 0 39 92.3278 15.7795 0.106177 -999 39 
94.3326 15.6773 1 39 94.3702 15.5974 0.0882914 -999 39 
96.2529 15.6621 3 39 -999 -999 -999 -999 39 
98.158 15.6501 1 25 98.1038 15.545 0.118198 1012 201 
100.051 15.6411 0 25 99.9972 15.659 0.0570294 1012 201 
101.937 15.6353 0 50 101.893 15.6774 0.0602871 1012 201 
103.817 15.6324 0 50 103.788 15.6001 0.0430485 1012 201 
105.696 15.6325 0 50 105.728 15.7004 0.0752556 1012 201 
107.576 15.6355 0 50 107.67 15.7004 0.114112 1012 201 
109.462 15.6416 0 39 109.435 15.6948 0.0597407 -999 39 
111.356 15.6507 0 39 111.438 15.7675 0.142999 -999 39 
113.262 15.6629 0 39 113.199 15.5854 0.0999944 -999 39 
115.183 15.6783 0 39 115.275 15.7142 0.0988984 -999 39 
117.124 15.6969 0 39 117.105 15.6057 0.0931625 -999 39 
119.088 15.7189 0 39 119.018 15.6562 0.0939369 -999 39 
121.081 15.7444 0 50 121.187 15.7059 0.112821 1012 201 
123.107 15.7737 0 39 123.199 15.7859 0.0934516 1014 201 
125.172 15.8069 0 39 125.213 15.7583 0.0639635 1014 201 
127.282 15.8443 0 39 127.336 15.8485 0.0543223 1014 201 
129.444 15.8862 0 39 129.46 15.819 0.0689356 1014 201 
131.669 15.9331 0 39 131.703 15.8816 0.0619678 1014 201 
133.965 15.9853 0 39 134.076 16.0142 0.114812 1014 201 
136.346 16.0435 0 39 136.452 15.9976 0.115827 -999 39 
138.826 16.1085 0 39 138.84 16.2308 0.123036 -999 39 
141.427 16.1813 0 39 141.501 16.2686 0.114251 -999 39 
144.174 16.263 0 39 144.31 16.2852 0.137498 -999 39 
147.102 16.3555 0 39 147.011 16.3313 0.0940557 1014 201 
150.262 16.4611 0 39 150.29 16.3645 0.100751 1014 201 
153.727 16.5838 0 39 153.813 16.6184 0.093289 1014 201 
157.62 16.7293 0 39 157.692 16.7616 0.0785863 1014 201 
162.168 16.9088 0 39 162.28 16.8615 0.121903 -999 39 
167.898 17.1479 0 39 167.912 17.0568 0.0921914 -999 39 
177.029 17.5529 0 39 177.057 17.4284 0.127562 1014 201 
36.3177 15.2587 0 25 36.3334 15.2236 0.0384643 -999 25 
43.5707 14.9816 0 25 43.6951 14.9998 0.125707 -999 25 
48.7503 14.7947 0 25 48.6495 14.8431 0.11185 1012 201 
53.0054 14.6493 1 39 53.075 14.5438 0.126428 1014 201 
56.7086 14.5295 3 39 -999 -999 -999 -999 39 
60.0371 14.4275 2 39 59.9481 14.4268 0.0889577 -999 39 
63.0915 14.3389 3 39 -999 -999 -999 -999 39 
65.9358 14.2611 0 39 65.9352 14.3792 0.118124 -999 39 
68.6133 14.1921 1 39 68.5553 14.2348 0.0720473 -999 39 
71.1553 14.1305 0 39 71.1025 14.1745 0.0687714 1014 201 
73.5853 14.0753 0 39 73.5898 14.212 0.136734 1014 201 
75.9212 14.0258 0 25 75.8974 14.0111 0.0280293 1012 201 
78.1775 13.9814 0 50 78.1536 13.9454 0.0431754 1012 201 
80.3658 13.9415 0 39 80.3727 14.023 0.0817929 1014 201 
82.4958 13.9058 0 39 82.4114 13.9281 0.0872954 1014 201 
84.5756 13.8739 0 39 84.6244 13.7466 0.136275 -999 39 
86.6123 13.8455 0 39 86.6228 13.9874 0.142251 -999 39 
88.6119 13.8206 0 39 88.6339 13.8314 0.0245416 -999 39 
90.5798 13.7988 0 39 90.6376 13.8515 0.078207 -999 39 
92.5208 13.78 0 39 92.4579 13.774 0.0631894 -999 39 
94.4393 13.7642 0 39 94.4686 13.8697 0.109512 -999 39 
96.3394 13.7511 0 39 96.2999 13.8861 0.140656 1014 201 
98.2246 13.7408 0 25 98.3103 13.7694 0.0903725 1014 201 
100.099 13.7331 0 25 100.134 13.5926 0.144967 1014 201 
101.965 13.728 0 50 101.987 13.6053 0.124686 1012 201 
103.826 13.7255 0 50 103.882 13.8022 0.0948685 1012 201 
105.686 13.7256 0 50 105.733 13.6236 0.11254 1012 201 
107.547 13.7282 0 50 107.457 13.7111 0.0917864 1012 201 
109.414 13.7335 0 39 109.354 13.6217 0.126489 1012 201 
111.288 13.7413 0 39 111.312 13.701 0.0466451 -999 39 
113.174 13.7518 0 39 113.103 13.7876 0.0797141 -999 39 
115.075 13.765 0 39 115.061 13.6646 0.101494 -999 39 
116.995 13.7811 0 39 116.932 13.8223 0.0756289 -999 39 
118.937 13.8 0 39 118.966 13.7448 0.0622726 -999 39 
120.907 13.822 0 39 120.932 13.9472 0.127798 -999 39 
122.909 13.8471 0 50 122.806 13.8022 0.111906 1014 201 
124.948 13.8757 0 39 125.029 13.8679 0.0817922 1014 201 
127.031 13.9078 0 39 127.107 13.971 0.0992163 1014 201 
129.164 13.9438 0 39 129.187 13.9555 0.0257875 1014 201 
131.356 13.9839 0 39 131.383 14.0367 0.059526 1014 201 
133.617 14.0287 1 39 133.581 13.9856 0.0559991 1014 201 
135.958 14.0785 0 39 135.903 14.002 0.0938886 -999 39 
138.394 14.134 0 39 138.359 14.0613 0.0806368 -999 39 
140.943 14.196 0 39 140.955 14.1362 0.0609134 -999 39 
143.63 14.2655 0 39 143.697 14.1965 0.0963169 -999 39 
146.485 14.3439 0 39 146.488 14.4478 0.103907 1014 201 
149.554 14.4332 0 39 149.539 14.3856 0.0498617 1014 201 
152.902 14.5361 0 39 152.819 14.5868 0.0971144 1014 201 
156.632 14.6573 0 39 156.681 14.5767 0.0941754 1014 201 
160.929 14.8045 0 39 160.983 14.7149 0.104855 -999 39 
166.186 14.9948 0 39 166.12 14.9806 0.0667374 -999 39 
173.662 15.2815 0 39 173.598 15.3044 0.0679195 1014 201 
38.4151 13.0973 0 25 38.4766 13.0156 0.102206 -999 25 
44.8699 12.8869 0 25 44.8727 12.7921 0.0948437 -999 25 
49.7326 12.7371 1 39 49.8376 12.6687 0.125279 1014 201 
53.8042 12.6182 0 39 53.7944 12.5253 0.0933952 1014 201 
57.3832 12.5191 0 39 57.281 12.5207 0.102209 1014 201 
60.6198 12.4342 2 39 60.6667 12.4273 0.0474164 -999 39 
63.6024 12.3603 1 39 63.5551 12.2759 0.0967238 -999 39 
66.3882 12.295 0 39 66.5193 12.2714 0.133245 -999 39 
69.0167 12.2371 0 39 69.014 12.3557 0.118658 -999 39 
71.5166 12.1852 0 39 71.5084 12.2641 0.0793267 1014 201 
73.9098 12.1387 0 39 73.9439 12.2759 0.141365 1014 201 
76.213 12.097 0 25 76.202 12.0512 0.0470329 1012 201 
78.4398 12.0594 0 50 78.4101 11.967 0.0970632 1012 201 
80.6013 12.0257 0 39 80.5817 12.0313 0.0203578 1014 201 
82.7066 11.9954 0 39 82.7532 11.9616 0.0576558 1014 201 
84.7635 11.9684 0 39 84.7247 12.0213 0.0655686 -999 39 
86.7786 11.9444 0 39 86.6964 11.9706 0.0862897 -999 39 
88.7579 11.9233 0 39 88.8418 11.8158 0.136248 -999 39 
90.7066 11.9048 0 39 90.6237 11.8294 0.112008 -999 39 
92.6292 11.8889 1 25 92.5904 12.0304 0.146718 -999 25 
94.5299 11.8754 0 39 94.549 11.8312 0.0481691 -999 39 
96.4126 11.8643 0 39 96.3402 11.8448 0.0750357 1014 201 
98.281 11.8556 0 25 98.3063 11.7254 0.132619 1014 201 
100.138 11.849 0 39 100.122 11.8339 0.0226907 1014 201 
101.988 11.8447 0 39 101.939 11.8484 0.0492188 1014 201 
103.833 11.8426 0 50 103.755 11.7688 0.107355 1012 201 
105.677 11.8427 0 50 105.615 11.8756 0.0705607 1012 201 
107.523 11.8449 0 50 107.476 11.8837 0.0603663 1012 201 
109.373 11.8494 0 39 109.336 11.7932 0.0669277 1014 201 
111.231 11.856 0 39 111.255 11.8756 0.0312665 -999 39 
113.1 11.8649 0 39 113.175 11.8529 0.0762505 -999 39 
114.984 11.8762 0 39 114.931 11.8484 0.0596991 -999 39 
116.886 11.8898 0 39 116.924 11.8846 0.0386878 -999 39 
118.81 11.9058 0 39 118.76 11.948 0.0650811 -999 39 
120.76 11.9245 0 39 120.841 12.0168 0.123079 -999 39 
122.741 11.9458 0 39 122.676 11.8756 0.0956072 1012 201 
124.759 11.9699 0 50 124.853 11.9516 0.0961842 1014 201 
126.818 11.9971 0 39 126.888 12.0675 0.0988727 1014 201 
128.927 12.0276 0 39 128.925 12.0657 0.0381741 1014 201 
131.092 12.0615 0 39 131.077 12.1653 0.104932 1014 201 
133.323 12.0993 0 39 133.23 12.1336 0.0992136 1014 201 
135.631 12.1414 0 39 135.506 12.1744 0.129511 -999 39 
138.03 12.1882 0 39 137.913 12.2632 0.139157 -999 39 
140.537 12.2403 0 39 140.572 12.149 0.0977927 -999 39 
143.174 12.2987 0 39 143.255 12.2415 0.0993471 -999 39 
145.971 12.3644 0 39 145.838 12.3702 0.133028 -999 39 
